model,lite_index,task_id,family,topology,selected_attempt,run_ref,task_version,result_basis,raw_result,adopted_result,evaluation_status,raw_score,adopted_score,score_basis,steps,duration,termination_reason,failure_class,device_count,device_types,device_ids,metadata_ref,result_index_ref
ui-venus-1.5-30b-a3b,97,linux_android_smarthome_439,linux_android_smarthome,2A+1L+1H,repair_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/097_linux_android_smarthome_439,sha256:c4c8c201fbf476e5e1f31a6d4391c91cfe9f7bc1ccecada7388300173daf42c6,final_merged_infrastructure_repair:lite_97,INFRASTRUCTURE_INVALID,FAIL,lifecycle_valid,,0.0,official_repair_attempt_evaluator_trace,50,417.432,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/097_linux_android_smarthome_439/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,98,linux_android_smarthome_457,linux_android_smarthome,2A+1L+1H,repair_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/098_linux_android_smarthome_457,sha256:b0983f2430e3a98147386d27a27c5666ac7b5b263a5ba5b80ffd187fd38e99e0,final_merged_infrastructure_repair:lite_98,INFRASTRUCTURE_INVALID,FAIL,lifecycle_valid,,0.0,official_repair_attempt_evaluator_trace,50,480.199,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/098_linux_android_smarthome_457/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,99,linux_android_smarthome_609,linux_android_smarthome,2A+1L+1H,repair_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/099_linux_android_smarthome_609,sha256:fb18c703a4b51d85ad3edbf8c9d0df02b53f73d4d2ba44b0e5e10c2420bb97df,final_merged_infrastructure_repair:lite_99,INFRASTRUCTURE_INVALID,FAIL,lifecycle_valid,,0.0,official_repair_attempt_evaluator_trace,50,488.581,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/099_linux_android_smarthome_609/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,100,linux_android_smarthome_877,linux_android_smarthome,1A+2L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/100_linux_android_smarthome_877,sha256:7f01b1d673419d0f407e1f037f48e00ad64c8caa410c7901bc575f7650cb687f,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,475.286,max_steps,timeout,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/100_linux_android_smarthome_877/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,101,linux_android_smarthome_472,linux_android_smarthome,2A+1L+1H,repair_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/101_linux_android_smarthome_472,sha256:41c89281281b00ca4cce82a29e5acb94f13f72cc7887a8605f8640b14840913a,final_merged_infrastructure_repair:lite_101,INFRASTRUCTURE_INVALID,FAIL,lifecycle_valid,,0.0,official_repair_attempt_evaluator_trace,50,501.588,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/101_linux_android_smarthome_472/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,102,linux_android_smarthome_909,linux_android_smarthome,1A+2L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/102_linux_android_smarthome_909,sha256:0c8da5f90a6c6cc0aed46ae98ae3d2d2e5df00be66f5ad76e9eee13cb88ad9e9,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.3333333333333333,0.3333333333333333,selected_attempt_evaluator_trace,50,552.099,max_steps,timeout,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/102_linux_android_smarthome_909/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,103,linux_android_smarthome_287,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/103_linux_android_smarthome_287,sha256:3d66b5fb56c4e1eb02c031e3552423a08d2d0bba9b0e1278d46039e076f3f1df,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,398.85,max_steps,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/103_linux_android_smarthome_287/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,104,linux_android_smarthome_470,linux_android_smarthome,2A+1L+1H,repair_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/104_linux_android_smarthome_470,sha256:651361d67253c4c2eb972f95b1630cbc6c0ccff7d69dc9e8e8da78c3af660863,final_merged_infrastructure_repair:lite_104,INFRASTRUCTURE_INVALID,FAIL,lifecycle_valid,,0.0,official_repair_attempt_evaluator_trace,50,533.374,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/repair_01/104_linux_android_smarthome_470/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,105,linux_android_smarthome_941,linux_android_smarthome,1A+2L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/105_linux_android_smarthome_941,sha256:a8ada48bdeece6aee4377b8ee1425408bc35650b79e5a075a0dbf74e07cc5f28,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.3333333333333333,0.3333333333333333,selected_attempt_evaluator_trace,50,466.72,max_steps,timeout,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/105_linux_android_smarthome_941/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,106,linux_smarthome_454,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/106_linux_smarthome_454,sha256:85baa80d326f4806bd87cfeae7861b771e432786dc451254338ce7fa02615d4d,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,309.276,max_steps,timeout,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/106_linux_smarthome_454/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,107,linux_smarthome_350,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/107_linux_smarthome_350,sha256:29f5fd77384253f2606ac0132eeab914893feb0e98808cba43be198070a6c842,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,244.586,max_steps,timeout,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/107_linux_smarthome_350/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,108,linux_smarthome_520,linux_smarthome,2linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/108_linux_smarthome_520,sha256:f75a130de7ffa4aeecb9d4e13db8795b4f203dcd8910d0431b991f076cbbbb02,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,30,334.434,done,model_behavior,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/108_linux_smarthome_520/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,109,linux_smarthome_098,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/109_linux_smarthome_098,sha256:f61c6eb87ff9f364b7b536275bb64dc86e59b66337ea7a3eee71c4fc9907ffeb,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,4,113.513,done,passed,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/109_linux_smarthome_098/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,110,linux_smarthome_387,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/110_linux_smarthome_387,sha256:4e201f981496161844c548de9462155eecbcc5922b8a1ebeedacc2d146ebaf75,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,326.523,max_steps,timeout,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/110_linux_smarthome_387/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,111,linux_smarthome_606,linux_smarthome,2linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/111_linux_smarthome_606,sha256:20eb16fd3eee87490399b5ab9d30afa8b484a8d4bec0ea8e4194827494212932,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,502.405,max_steps,timeout,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/111_linux_smarthome_606/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,112,linux_smarthome_378,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/112_linux_smarthome_378,sha256:b4cf51219af3c34240220021d0cc85e9048d89b2e108b2f914fc8b0193e818cf,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,292.238,max_steps,timeout,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/112_linux_smarthome_378/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,113,linux_smarthome_063,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/113_linux_smarthome_063,sha256:4781a8da9bd0f81035c02bb8208d68a0f4c2423992825d5842f820a220f026c7,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,4,110.734,done,passed,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/113_linux_smarthome_063/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,114,linux_smarthome_851,linux_smarthome,2linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/114_linux_smarthome_851,sha256:b1a6b9a1453f5dae2342fe2059b839603b8e686c47b8bb3a3ad36d389c579d78,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,464.792,max_steps,timeout,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/114_linux_smarthome_851/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,115,linux_smarthome_433,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/115_linux_smarthome_433,sha256:a1545d8223c2d8483cafe7371b16fcfdd4257cb29327273e42b9882a65230d7f,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.4,0.4,selected_attempt_evaluator_trace,50,323.967,max_steps,timeout,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/115_linux_smarthome_433/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,116,linux_smarthome_1000,linux_smarthome,2linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/116_linux_smarthome_1000,sha256:f36c85fec822162628a757eff1ff250b89d54d1dded63557723570722fd33b3a,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,528.89,max_steps,timeout,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/116_linux_smarthome_1000/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,117,linux_smarthome_796,linux_smarthome,2linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/117_linux_smarthome_796,sha256:37e9884119b4ded5bed758a17c4e99eb100548efddd23eb5c37cc5552dd2742f,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,5,223.824,done,model_behavior,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/117_linux_smarthome_796/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,118,linux_smarthome_576,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/118_linux_smarthome_576,sha256:1487c7de3f83c17fbb31790581c9b425623c8d22bdf29baca5914b39a7458742,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,331.528,max_steps,timeout,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/118_linux_smarthome_576/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,119,linux_smarthome_932,linux_smarthome,2linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/119_linux_smarthome_932,sha256:4ab8c07662b610fd780acf183393fbf91e6e9a70910d4ea932f0eef236e090ed,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,510.441,max_steps,timeout,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/119_linux_smarthome_932/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,120,linux_smarthome_062,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/120_linux_smarthome_062,sha256:330009032ee93f9c0c75d35a02b140d99e6fd5131b8e9f77dee140bf0198708f,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,307.491,max_steps,timeout,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/120_linux_smarthome_062/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ui-venus-1.5-30b-a3b,121,linux_smarthome_983,linux_smarthome,2linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/121_linux_smarthome_983,sha256:01a7676cb9a34868824ef305af1863cf3aad26063d2f2b968ba486d06e02ab26,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,973.62,max_steps,timeout,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/run_01/121_linux_smarthome_983/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/worker-worktrees/ui-venus-core200-20260905/runs/ui-venus-1.5-30b-a3b-adapted-direct-core200-delay3s/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
